EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,SalaryCategory,PromotionCategory,AgeGroup,DistanceCategory,Cluster,Cluster_Label,dim_1,dim_2
87,36,,Travel_Rarely,1120,Sales,11,4,Marketing,1,2,Female,100,2,2,Sales Executive,4,Married,6652,14369,4,Y,No,13,3,1,80,1,8,2,2,6,3,0,0,Sedang (5000-10000),Baru Dipromosikan,30-39,11-20 km,2,Risiko Rendah,0.676163249729594,0.7113492701335211
88,45,0.0,Non-Travel,1052,Sales,6,3,Medical,1,4,Female,57,2,3,Sales Executive,4,Single,8865,16840,6,Y,No,12,3,4,80,0,23,2,3,19,7,12,8,Sedang (5000-10000),> 5 Tahun,40-49,6-10 km,2,Risiko Rendah,0.9847912312860037,-1.5804235743845951
89,46,,Travel_Rarely,1254,Sales,10,3,Life Sciences,1,3,Female,64,3,3,Sales Executive,2,Married,7314,14011,5,Y,No,21,4,3,80,3,14,2,3,8,7,0,7,Sedang (5000-10000),Baru Dipromosikan,40-49,6-10 km,2,Risiko Rendah,1.1497947917764877,-0.08714361877720131
90,42,,Travel_Rarely,419,Sales,12,4,Marketing,1,2,Male,77,3,2,Sales Executive,4,Divorced,5087,2900,3,Y,Yes,12,3,3,80,2,14,4,3,0,0,0,0,Sedang (5000-10000),Baru Dipromosikan,40-49,11-20 km,2,Risiko Rendah,-1.297717471068864,-2.0818097801497766
91,34,,Travel_Rarely,1157,Research & Development,5,2,Medical,1,2,Male,57,2,2,Laboratory Technician,4,Married,3986,11912,1,Y,No,14,3,3,80,1,15,3,4,15,10,4,13,Rendah (< 5000),3-5 Tahun,30-39,0-5 km,2,Risiko Rendah,0.6764004515781861,0.2437844271544878
92,37,,Travel_Rarely,783,Research & Development,7,4,Medical,1,4,Male,78,3,2,Research Scientist,1,Married,4284,13588,5,Y,Yes,22,4,3,80,1,16,2,3,5,3,0,4,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,2,Risiko Rendah,-1.0001907119869458,-1.3362721669125432
93,55,0.0,Travel_Rarely,111,Sales,1,2,Life Sciences,1,1,Male,70,3,3,Sales Executive,4,Married,10239,18092,3,Y,No,14,3,4,80,1,24,4,3,1,0,1,0,Tinggi (10000-15000),1-2 Tahun,50+,0-5 km,2,Risiko Rendah,-1.0663574196293624,-0.0619578143280222
94,22,,Non-Travel,457,Research & Development,26,2,Other,1,2,Female,85,2,1,Research Scientist,3,Married,2814,10293,1,Y,Yes,14,3,2,80,0,4,2,2,4,2,1,3,Rendah (< 5000),1-2 Tahun,< 30,21-30 km,2,Risiko Rendah,-0.3065223234146208,1.515026403202286
95,34,0.0,Travel_Frequently,1069,Research & Development,2,1,Life Sciences,1,4,Male,45,2,2,Manufacturing Director,3,Married,9547,14074,1,Y,No,17,3,3,80,0,10,2,2,10,9,1,9,Sedang (5000-10000),1-2 Tahun,30-39,0-5 km,2,Risiko Rendah,0.4355176707073796,-0.0736036607854595
96,29,,Travel_Rarely,136,Research & Development,1,3,Life Sciences,1,1,Male,89,3,2,Healthcare Representative,1,Married,5373,6225,0,Y,No,12,3,1,80,1,6,5,2,5,3,0,2,Sedang (5000-10000),Baru Dipromosikan,< 30,0-5 km,-1,Risiko Tinggi,,
97,57,0.0,Travel_Rarely,405,Research & Development,1,2,Life Sciences,1,2,Male,93,4,2,Research Scientist,3,Married,4900,2721,0,Y,No,24,4,1,80,1,13,2,2,12,9,2,8,Rendah (< 5000),1-2 Tahun,50+,0-5 km,2,Risiko Rendah,1.0147024840766605,0.07192474986280498
98,53,,Travel_Rarely,1168,Sales,24,4,Life Sciences,1,1,Male,66,3,3,Sales Executive,1,Single,10448,5843,6,Y,Yes,13,3,2,80,0,15,2,2,2,2,2,2,Tinggi (10000-15000),1-2 Tahun,50+,21-30 km,-1,Risiko Tinggi,,
99,33,0.0,Travel_Rarely,147,Research & Development,4,4,Medical,1,3,Female,47,2,1,Research Scientist,2,Married,2622,13248,6,Y,No,21,4,4,80,0,7,3,3,3,2,1,1,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,2,Risiko Rendah,-1.4236536537691384,0.5180124212059583
100,32,0.0,Non-Travel,300,Research & Development,1,3,Life Sciences,1,4,Male,61,3,1,Laboratory Technician,4,Divorced,2314,9148,0,Y,No,12,3,2,80,1,4,2,3,3,0,0,2,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,2,Risiko Rendah,-1.936724690771755,0.8853484053334979
101,21,1.0,Travel_Frequently,251,Research & Development,10,2,Life Sciences,1,1,Female,45,2,1,Laboratory Technician,3,Single,2625,25308,1,Y,No,20,4,3,80,0,2,2,1,2,2,2,2,Rendah (< 5000),1-2 Tahun,< 30,6-10 km,1,Risiko Sedang,-13.302448178975817,8.263257518383627
102,34,1.0,Travel_Frequently,296,Sales,6,2,Marketing,1,4,Female,33,1,1,Sales Representative,3,Divorced,2351,12253,0,Y,No,16,3,4,80,1,3,3,2,2,2,1,0,Rendah (< 5000),1-2 Tahun,30-39,6-10 km,1,Risiko Sedang,-14.047043659226098,8.900101072696788
103,55,,Travel_Rarely,1441,Research & Development,22,3,Technical Degree,1,1,Male,94,2,1,Research Scientist,2,Divorced,3537,23737,5,Y,No,12,3,4,80,1,8,1,3,4,2,1,2,Rendah (< 5000),1-2 Tahun,50+,21-30 km,2,Risiko Rendah,-0.3806177133633825,1.3584528143654548
104,27,0.0,Travel_Frequently,1242,Sales,20,3,Life Sciences,1,4,Female,90,3,2,Sales Executive,3,Single,9981,12916,1,Y,No,14,3,4,80,0,7,2,3,7,7,0,7,Sedang (5000-10000),Baru Dipromosikan,< 30,11-20 km,2,Risiko Rendah,0.8528271385336518,-0.9950658270600622
105,46,,Travel_Rarely,1319,Sales,3,3,Technical Degree,1,1,Female,45,4,4,Sales Executive,1,Divorced,13225,7739,2,Y,No,12,3,4,80,1,25,5,3,19,17,2,8,Tinggi (10000-15000),1-2 Tahun,40-49,0-5 km,2,Risiko Rendah,1.7822046125284412,1.0147088585013397
106,36,0.0,Travel_Rarely,917,Research & Development,6,4,Life Sciences,1,3,Male,60,1,1,Laboratory Technician,3,Divorced,2741,6865,1,Y,No,14,3,3,80,1,7,4,3,7,7,1,7,Rendah (< 5000),1-2 Tahun,30-39,6-10 km,2,Risiko Rendah,-0.12016389122692259,0.16710229054117565
107,41,1.0,Travel_Rarely,1360,Research & Development,12,3,Technical Degree,1,2,Female,49,3,5,Research Director,3,Married,19545,16280,1,Y,No,12,3,4,80,0,23,0,3,22,15,15,8,Sangat Tinggi (>15000),> 5 Tahun,40-49,11-20 km,2,Risiko Rendah,1.5556858753116902,1.2331374924497647
108,38,,Travel_Frequently,1189,Research & Development,1,3,Life Sciences,1,4,Male,90,3,2,Research Scientist,4,Married,4735,9867,7,Y,No,15,3,4,80,2,19,4,4,13,11,2,9,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,-1,Risiko Tinggi,,
109,33,0.0,Travel_Frequently,1296,Research & Development,6,3,Life Sciences,1,3,Male,30,3,2,Healthcare Representative,4,Divorced,7725,5335,3,Y,No,23,4,3,80,1,15,2,1,13,11,4,7,Sedang (5000-10000),3-5 Tahun,30-39,6-10 km,2,Risiko Rendah,0.42991093719754037,0.009136547505753254
110,18,1.0,Non-Travel,247,Research & Development,8,1,Medical,1,3,Male,80,3,1,Laboratory Technician,3,Single,1904,13556,1,Y,No,12,3,4,80,0,0,0,3,0,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,6-10 km,0,,0.3934065441260081,-2.8278305521324234
111,27,0.0,Travel_Rarely,894,Research & Development,9,3,Medical,1,4,Female,99,3,1,Research Scientist,2,Single,2279,11781,1,Y,No,16,3,4,80,0,7,2,2,7,7,0,3,Rendah (< 5000),Baru Dipromosikan,< 30,6-10 km,2,Risiko Rendah,-0.415646461023639,-0.05882245526053581
112,22,0.0,Travel_Rarely,1230,Research & Development,1,2,Life Sciences,1,4,Male,33,2,2,Manufacturing Director,4,Married,4775,19146,6,Y,No,22,4,1,80,2,4,2,1,2,2,2,2,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,0,,3.7746593895278697,-2.0056592266128144
113,33,1.0,Travel_Rarely,813,Research & Development,14,3,Medical,1,3,Male,58,3,1,Laboratory Technician,4,Married,2436,22149,5,Y,Yes,13,3,3,80,1,8,2,1,5,4,0,4,Rendah (< 5000),Baru Dipromosikan,30-39,11-20 km,2,Risiko Rendah,-0.5211034665249258,0.34415690416720573
114,42,0.0,Travel_Frequently,1368,Research & Development,28,4,Technical Degree,1,4,Female,88,2,2,Healthcare Representative,4,Married,4523,4386,0,Y,No,11,3,4,80,3,7,4,4,6,5,0,4,Rendah (< 5000),Baru Dipromosikan,40-49,21-30 km,-1,Risiko Tinggi,,
115,29,0.0,Travel_Frequently,806,Research & Development,1,4,Life Sciences,1,2,Male,76,1,1,Research Scientist,4,Divorced,2720,18959,1,Y,No,18,3,4,80,1,10,5,3,10,7,2,8,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,2,Risiko Rendah,-0.19488521202708267,0.502708420961466
116,39,,Non-Travel,792,Research & Development,1,3,Life Sciences,1,4,Male,77,3,2,Laboratory Technician,4,Married,6472,8989,1,Y,Yes,15,3,4,80,1,9,2,3,9,8,5,8,Sedang (5000-10000),3-5 Tahun,30-39,0-5 km,-1,Risiko Tinggi,,
117,35,0.0,Travel_Rarely,817,Research & Development,1,3,Medical,1,4,Female,60,2,2,Laboratory Technician,4,Married,5363,10846,0,Y,No,12,3,2,80,1,10,0,3,9,7,0,0,Sedang (5000-10000),Baru Dipromosikan,30-39,0-5 km,2,Risiko Rendah,0.3551575442552057,-1.438178168766689
118,30,,Travel_Rarely,305,Research & Development,16,3,Life Sciences,1,3,Male,58,4,2,Healthcare Representative,3,Married,5294,9128,3,Y,No,16,3,3,80,1,10,3,3,7,0,1,7,Sedang (5000-10000),1-2 Tahun,30-39,11-20 km,2,Risiko Rendah,0.612755472152931,-0.26430769599036147
119,37,0.0,Non-Travel,142,Sales,9,4,Medical,1,1,Male,69,3,3,Sales Executive,2,Divorced,8834,24666,1,Y,No,13,3,4,80,1,9,6,3,9,5,7,7,Sedang (5000-10000),> 5 Tahun,30-39,6-10 km,2,Risiko Rendah,1.3564766130450998,0.711010553993397
120,39,,Travel_Rarely,170,Research & Development,3,2,Medical,1,3,Male,76,2,2,Laboratory Technician,3,Divorced,3069,10302,0,Y,No,15,3,4,80,1,11,3,3,10,8,0,7,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,2,Risiko Rendah,0.3032607380457628,-1.3358185656413069
121,52,1.0,Travel_Rarely,266,Sales,2,1,Marketing,1,1,Female,57,1,5,Manager,4,Married,19845,25846,1,Y,No,15,3,4,80,1,33,3,3,32,14,6,9,Sangat Tinggi (>15000),> 5 Tahun,50+,0-5 km,2,Risiko Rendah,1.645348014073598,1.7936325836833402
122,31,0.0,Travel_Rarely,218,Sales,7,3,Technical Degree,1,2,Male,100,4,2,Sales Executive,4,Married,6929,12241,4,Y,No,11,3,2,80,1,10,3,2,8,7,7,7,Sedang (5000-10000),> 5 Tahun,30-39,6-10 km,2,Risiko Rendah,0.45912268056220334,0.1980777925786952
123,29,0.0,Travel_Rarely,1396,Sales,10,3,Life Sciences,1,3,Male,99,3,1,Sales Representative,3,Single,2642,2755,1,Y,No,11,3,3,80,0,1,6,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,6-10 km,0,,1.851388345104791,-2.610896115443098
124,28,,Travel_Rarely,329,Research & Development,24,3,Medical,1,3,Male,51,3,1,Laboratory Technician,2,Married,2408,7324,1,Y,Yes,17,3,3,80,3,1,3,3,1,1,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,21-30 km,0,,0.33355375487176675,-4.131174468618015
125,26,,Travel_Rarely,157,Research & Development,1,3,Medical,1,3,Male,95,3,1,Laboratory Technician,1,Single,2867,20006,0,Y,No,13,3,4,80,0,8,6,2,7,7,7,6,Rendah (< 5000),> 5 Tahun,< 30,0-5 km,2,Risiko Rendah,-0.22542849886914992,-0.15291624471621043
126,32,1.0,Non-Travel,1474,Sales,11,4,Other,1,4,Male,60,4,2,Sales Executive,3,Married,4707,23914,8,Y,No,12,3,4,80,0,6,2,3,4,2,1,2,Rendah (< 5000),1-2 Tahun,30-39,11-20 km,2,Risiko Rendah,0.5579153988563407,-1.6207972859818005
127,35,0.0,Non-Travel,1097,Research & Development,11,2,Medical,1,3,Male,79,2,3,Healthcare Representative,1,Married,9884,8302,2,Y,Yes,13,3,3,80,1,10,3,3,4,0,2,3,Sedang (5000-10000),1-2 Tahun,30-39,11-20 km,2,Risiko Rendah,-0.1135176163421238,-2.080090518567069
128,43,0.0,Travel_Rarely,920,Research & Development,3,3,Life Sciences,1,3,Male,96,1,5,Research Director,4,Married,19740,18625,3,Y,No,14,3,2,80,1,25,2,3,8,7,0,7,Sangat Tinggi (>15000),Baru Dipromosikan,40-49,0-5 km,2,Risiko Rendah,1.5682259025506986,-0.6751376577565813
129,33,0.0,Travel_Rarely,134,Research & Development,2,3,Life Sciences,1,3,Male,90,3,1,Research Scientist,4,Single,2500,10515,0,Y,No,14,3,1,80,0,4,2,4,3,1,0,2,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,2,Risiko Rendah,-1.6392400745255802,0.8630863483801432
130,44,,Travel_Rarely,921,Research & Development,2,3,Life Sciences,1,3,Female,96,4,3,Healthcare Representative,4,Married,7879,14810,1,Y,Yes,19,3,2,80,1,9,2,3,8,7,6,7,Sedang (5000-10000),> 5 Tahun,40-49,0-5 km,2,Risiko Rendah,-0.49618875362997644,-1.3968302074453012
131,41,,Travel_Rarely,930,Sales,3,3,Life Sciences,1,3,Male,57,2,2,Sales Executive,2,Divorced,8938,12227,2,Y,No,11,3,3,80,1,14,5,3,5,4,0,4,Sedang (5000-10000),Baru Dipromosikan,40-49,0-5 km,2,Risiko Rendah,0.9631980901650667,-0.24715529081773405
132,45,,Travel_Frequently,1297,Research & Development,1,4,Medical,1,2,Male,44,3,2,Healthcare Representative,3,Single,5399,14511,4,Y,No,12,3,3,80,0,12,3,3,4,2,0,3,Sedang (5000-10000),Baru Dipromosikan,40-49,0-5 km,2,Risiko Rendah,1.2061009820572586,-0.4709410200120254
133,37,0.0,Travel_Rarely,309,Sales,10,4,Life Sciences,1,4,Female,88,2,2,Sales Executive,4,Divorced,6694,24223,2,Y,Yes,14,3,3,80,3,8,5,3,1,0,0,0,Sedang (5000-10000),Baru Dipromosikan,30-39,6-10 km,2,Risiko Rendah,-1.5845740036482203,-2.337837544621942
134,27,1.0,Travel_Rarely,135,Research & Development,17,4,Life Sciences,1,4,Female,51,3,1,Research Scientist,3,Single,2394,25681,1,Y,Yes,13,3,4,80,0,8,2,3,8,2,7,7,Rendah (< 5000),> 5 Tahun,< 30,11-20 km,2,Risiko Rendah,-1.7109540960849026,-1.3632075626727869
135,28,0.0,Travel_Rarely,1451,Research & Development,2,1,Life Sciences,1,1,Male,67,2,1,Research Scientist,2,Married,3201,19911,0,Y,No,17,3,1,80,0,6,2,1,5,3,0,4,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,2,Risiko Rendah,0.8659434893254586,2.3697529987314123
136,27,0.0,Travel_Frequently,294,Research & Development,10,2,Life Sciences,1,4,Male,32,3,3,Manufacturing Director,1,Divorced,8793,4809,1,Y,No,21,4,3,80,2,9,4,2,9,7,1,7,Sedang (5000-10000),1-2 Tahun,< 30,6-10 km,2,Risiko Rendah,0.8168732052530069,0.5484248059880127
137,37,0.0,Travel_Rarely,342,Sales,16,4,Marketing,1,4,Male,66,2,2,Sales Executive,3,Divorced,6334,24558,4,Y,No,19,3,4,80,2,9,2,3,1,0,0,0,Sedang (5000-10000),Baru Dipromosikan,30-39,11-20 km,2,Risiko Rendah,-0.4188080670155284,-1.4804039036731447
138,27,0.0,Travel_Rarely,199,Research & Development,6,3,Life Sciences,1,4,Male,55,2,1,Research Scientist,3,Married,2539,7950,1,Y,No,13,3,3,80,1,4,0,3,4,2,2,2,Rendah (< 5000),1-2 Tahun,< 30,6-10 km,2,Risiko Rendah,-0.9086763420348267,-0.47703842526644336
139,37,0.0,Travel_Frequently,319,Sales,4,4,Marketing,1,1,Male,41,3,1,Sales Representative,4,Divorced,2793,2539,4,Y,No,17,3,3,80,1,13,2,3,9,8,5,8,Rendah (< 5000),3-5 Tahun,30-39,0-5 km,2,Risiko Rendah,0.17934671395412516,0.1978145120407389
140,31,0.0,Travel_Rarely,1062,Research & Development,24,3,Medical,1,3,Female,96,2,2,Healthcare Representative,1,Single,6812,17198,1,Y,No,19,3,2,80,0,10,2,3,10,9,1,8,Sedang (5000-10000),1-2 Tahun,30-39,21-30 km,2,Risiko Rendah,1.1365218841914846,1.726813617078706
141,48,0.0,Travel_Rarely,715,Research & Development,1,3,Life Sciences,1,4,Male,76,2,5,Research Director,4,Single,18265,8733,6,Y,No,12,3,3,80,0,25,3,4,1,0,0,0,Sangat Tinggi (>15000),Baru Dipromosikan,40-49,0-5 km,-1,Risiko Tinggi,,
142,36,0.0,Travel_Rarely,676,Research & Development,1,3,Other,1,3,Female,35,3,2,Manufacturing Director,2,Married,5228,23361,0,Y,No,15,3,1,80,1,10,2,3,9,7,0,5,Sedang (5000-10000),Baru Dipromosikan,30-39,0-5 km,2,Risiko Rendah,1.2654227550413497,0.15592858583936278
143,37,0.0,Travel_Rarely,977,Research & Development,1,3,Life Sciences,1,4,Female,56,2,2,Manufacturing Director,4,Married,6474,9961,1,Y,No,13,3,2,80,1,14,2,2,14,8,3,11,Sedang (5000-10000),3-5 Tahun,30-39,0-5 km,2,Risiko Rendah,0.586941112668136,0.36407738227594155
144,55,,Travel_Rarely,1229,Research & Development,4,4,Life Sciences,1,4,Male,30,3,2,Healthcare Representative,3,Married,4035,16143,0,Y,Yes,16,3,2,80,0,4,2,3,3,2,1,2,Rendah (< 5000),1-2 Tahun,50+,0-5 km,2,Risiko Rendah,-0.6619853881816018,-1.4131749510400629
145,33,,Travel_Frequently,1303,Research & Development,7,2,Life Sciences,1,4,Male,36,3,2,Healthcare Representative,3,Divorced,5968,18079,1,Y,No,20,4,3,80,3,9,2,3,9,7,2,8,Sedang (5000-10000),1-2 Tahun,30-39,6-10 km,2,Risiko Rendah,0.8386571494607736,-0.25526173082504794
146,38,0.0,Travel_Rarely,702,Sales,1,4,Life Sciences,1,1,Female,59,2,2,Sales Executive,4,Single,8686,12930,4,Y,No,22,4,3,80,0,12,2,4,8,3,0,7,Sedang (5000-10000),Baru Dipromosikan,30-39,0-5 km,2,Risiko Rendah,0.5319837671381997,-0.866923451486453
147,32,0.0,Travel_Rarely,117,Sales,13,4,Life Sciences,1,2,Male,73,3,2,Sales Executive,4,Divorced,4403,9250,2,Y,No,11,3,3,80,1,8,3,2,5,2,0,3,Rendah (< 5000),Baru Dipromosikan,30-39,11-20 km,2,Risiko Rendah,0.23591001864284133,-0.2520395050323621
148,32,,Travel_Rarely,634,Research & Development,5,4,Other,1,2,Female,35,4,1,Research Scientist,4,Married,3312,18783,3,Y,No,17,3,4,80,2,6,3,3,3,2,0,2,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,2,Risiko Rendah,-1.6728473902024157,0.18796482592204297
149,28,0.0,Travel_Rarely,857,Research & Development,10,3,Other,1,3,Female,59,3,2,Research Scientist,3,Single,3660,7909,3,Y,No,13,3,4,80,0,10,4,4,8,7,1,7,Rendah (< 5000),1-2 Tahun,< 30,6-10 km,2,Risiko Rendah,0.20360508914941491,-1.3590944741057103
150,43,0.0,Travel_Frequently,957,Research & Development,28,3,Medical,1,2,Female,72,4,1,Research Scientist,3,Single,4739,16090,4,Y,No,12,3,4,80,0,18,2,3,3,2,1,2,Rendah (< 5000),1-2 Tahun,40-49,21-30 km,2,Risiko Rendah,-1.5860962988634593,1.2132748030166598
151,29,,Travel_Rarely,1246,Sales,19,3,Life Sciences,1,3,Male,77,2,2,Sales Executive,3,Divorced,8620,23757,1,Y,No,14,3,3,80,2,10,3,3,10,7,0,4,Sedang (5000-10000),Baru Dipromosikan,< 30,11-20 km,2,Risiko Rendah,0.8128371290210116,0.5401561575743491
152,30,0.0,Travel_Rarely,1465,Research & Development,1,3,Medical,1,4,Male,63,3,1,Research Scientist,2,Married,3579,9369,0,Y,Yes,21,4,1,80,1,12,2,3,11,9,5,7,Rendah (< 5000),3-5 Tahun,30-39,0-5 km,2,Risiko Rendah,-1.6630520852284658,-1.8862886934689236
153,33,0.0,Non-Travel,722,Sales,17,3,Life Sciences,1,4,Male,38,3,4,Manager,3,Single,17444,20489,1,Y,No,11,3,4,80,0,10,2,3,10,8,6,0,Sangat Tinggi (>15000),> 5 Tahun,30-39,11-20 km,2,Risiko Rendah,1.398302982841679,-0.578414779654421
154,43,0.0,Travel_Rarely,177,Research & Development,8,3,Life Sciences,1,1,Female,55,3,2,Manufacturing Director,2,Divorced,4765,23814,4,Y,No,21,4,3,80,1,4,2,4,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,40-49,6-10 km,2,Risiko Rendah,0.21487722079739036,0.16237646745791046
155,42,0.0,Travel_Frequently,458,Research & Development,26,5,Medical,1,1,Female,60,3,3,Research Director,1,Married,13191,23281,3,Y,Yes,17,3,3,80,0,20,6,3,1,0,0,0,Tinggi (10000-15000),Baru Dipromosikan,40-49,21-30 km,2,Risiko Rendah,-2.507974802328223,1.1289667740844092
156,37,0.0,Travel_Rarely,921,Research & Development,10,3,Medical,1,3,Female,98,3,1,Laboratory Technician,1,Married,3452,17663,6,Y,No,20,4,2,80,1,17,3,3,5,4,0,3,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,2,Risiko Rendah,0.1770942239653431,1.1527822525608358
157,56,,Non-Travel,667,Research & Development,1,4,Life Sciences,1,3,Male,57,3,2,Healthcare Representative,3,Divorced,6306,26236,1,Y,No,21,4,1,80,1,13,2,2,13,12,1,9,Sedang (5000-10000),1-2 Tahun,50+,0-5 km,2,Risiko Rendah,0.9531122380673474,1.5817836771226286
158,27,,Travel_Frequently,1131,Research & Development,15,3,Life Sciences,1,4,Female,77,2,1,Research Scientist,1,Married,4774,23844,0,Y,No,19,3,4,80,1,8,2,2,7,6,7,3,Rendah (< 5000),> 5 Tahun,< 30,11-20 km,2,Risiko Rendah,-0.4629198958752283,0.06557904442973833
159,26,,Travel_Rarely,920,Human Resources,20,2,Medical,1,4,Female,69,3,1,Human Resources,2,Married,2148,6889,0,Y,Yes,11,3,3,80,0,6,3,3,5,1,1,4,Rendah (< 5000),1-2 Tahun,< 30,11-20 km,2,Risiko Rendah,-1.9651588830764437,-0.8631649749260207
160,24,0.0,Travel_Frequently,535,Sales,24,3,Medical,1,4,Male,38,3,1,Sales Representative,4,Married,2400,5530,0,Y,No,13,3,3,80,2,3,3,3,2,2,2,1,Rendah (< 5000),1-2 Tahun,< 30,21-30 km,-1,Risiko Tinggi,,
161,37,0.0,Non-Travel,1063,Research & Development,25,5,Medical,1,2,Female,72,3,2,Research Scientist,3,Married,4449,23866,3,Y,Yes,15,3,1,80,2,15,2,3,13,11,10,7,Rendah (< 5000),> 5 Tahun,30-39,21-30 km,2,Risiko Rendah,-1.284114510991981,0.23375511054998988
162,37,0.0,Travel_Rarely,558,Sales,2,3,Marketing,1,4,Male,75,3,2,Sales Executive,3,Married,9602,3010,4,Y,Yes,11,3,3,80,1,17,3,2,3,0,1,0,Sedang (5000-10000),1-2 Tahun,30-39,0-5 km,2,Risiko Rendah,0.8277817875511013,-0.9559919843643473
163,40,0.0,Travel_Frequently,1395,Research & Development,26,3,Medical,1,2,Female,54,3,2,Research Scientist,2,Divorced,5605,8504,1,Y,No,11,3,1,80,1,20,2,3,20,7,2,13,Sedang (5000-10000),1-2 Tahun,40-49,21-30 km,2,Risiko Rendah,1.4614659802860803,2.715077116484568
164,34,,Travel_Rarely,181,Research & Development,2,4,Medical,1,4,Male,97,4,1,Research Scientist,4,Married,2932,5586,0,Y,Yes,14,3,1,80,3,6,3,3,5,0,1,2,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,2,Risiko Rendah,-1.8829381739618205,-1.1252870398171195
165,55,1.0,Travel_Rarely,436,Sales,2,1,Medical,1,3,Male,37,3,2,Sales Executive,4,Single,5160,21519,4,Y,No,16,3,3,80,0,12,3,2,9,7,7,3,Sedang (5000-10000),> 5 Tahun,50+,0-5 km,2,Risiko Rendah,0.18739779542287432,-0.729536190285086
166,34,0.0,Travel_Rarely,507,Sales,15,2,Medical,1,3,Female,66,3,2,Sales Executive,1,Single,6125,23553,1,Y,No,12,3,4,80,0,10,6,4,10,8,9,6,Sedang (5000-10000),> 5 Tahun,30-39,11-20 km,2,Risiko Rendah,0.504898410662275,0.24526652078787262
167,18,0.0,Travel_Rarely,812,Sales,10,3,Medical,1,4,Female,69,2,1,Sales Representative,3,Single,1200,9724,1,Y,No,12,3,1,80,0,0,2,3,0,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,6-10 km,-1,Risiko Tinggi,,
168,41,0.0,Travel_Rarely,334,Sales,2,4,Life Sciences,1,4,Male,88,3,4,Manager,2,Single,16015,15896,1,Y,No,19,3,2,80,0,22,2,3,22,10,0,4,Sangat Tinggi (>15000),Baru Dipromosikan,40-49,0-5 km,2,Risiko Rendah,1.734696408004528,1.5086007337681533
169,44,0.0,Travel_Frequently,383,Sales,1,5,Marketing,1,1,Female,79,3,2,Sales Executive,3,Married,4768,9282,7,Y,No,12,3,3,80,1,11,4,2,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,40-49,0-5 km,2,Risiko Rendah,0.3866994923487881,0.2430500224949981
170,42,0.0,Travel_Rarely,691,Sales,8,4,Marketing,1,3,Male,48,3,2,Sales Executive,2,Married,6825,21173,0,Y,No,11,3,4,80,1,10,2,3,9,7,4,2,Sedang (5000-10000),3-5 Tahun,40-49,6-10 km,2,Risiko Rendah,0.5334177543028155,-0.7663152053832404
171,51,0.0,Travel_Rarely,313,Research & Development,3,3,Medical,1,4,Female,98,3,4,Healthcare Representative,2,Single,13734,7192,3,Y,No,18,3,3,80,0,21,6,3,7,7,1,0,Tinggi (10000-15000),1-2 Tahun,50+,0-5 km,2,Risiko Rendah,1.457847224657214,-0.7182448345444394
172,32,1.0,Travel_Rarely,515,Research & Development,1,3,Life Sciences,1,4,Male,62,2,1,Laboratory Technician,3,Single,3730,9571,0,Y,Yes,14,3,4,80,0,4,2,1,3,2,1,2,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,2,Risiko Rendah,-1.7937774752706201,0.8670573726453985
173,42,,Non-Travel,355,Research & Development,10,4,Technical Degree,1,3,Male,38,3,1,Research Scientist,3,Married,2936,6161,3,Y,No,22,4,2,80,2,10,1,2,6,3,3,3,Rendah (< 5000),3-5 Tahun,40-49,6-10 km,2,Risiko Rendah,-0.28188590326192037,0.5249420950945152
174,31,0.0,Travel_Rarely,688,Sales,7,3,Life Sciences,1,3,Male,44,2,3,Manager,4,Divorced,11557,25291,9,Y,No,21,4,3,80,1,10,3,2,5,4,0,1,Tinggi (10000-15000),Baru Dipromosikan,30-39,6-10 km,2,Risiko Rendah,0.7987770356049252,-0.9317097517764056
