EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,SalaryCategory,PromotionCategory,AgeGroup,DistanceCategory,OverTime_Numeric,Income_Level,Satisfaction_Index,Career_Progress,Stability_Factor,Work_Life_Balance_Impact,Distance_Strain,Promotion_Expectation,Experience_vs_Tenure,Loyalty_Index,Compensation_Satisfaction,Turnover_Risk,Career_Stagnation,Cluster,Cluster_Label,Dim1,Dim2
57,32,0.0,Travel_Rarely,1062,Research & Development,2,3,Medical,1,3,Female,75,3,1,Laboratory Technician,2,Married,2370,3956,1,Y,No,13,3,3,80,1,8,4,3,8,0,0,7,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,0,2370.0,2.75,1.0,4.0,3,0.6451612903225806,0.1111111111111111,0.0,8.0,263.3333333333333,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.368160812897287,-0.243847453656831
58,32,0.0,Travel_Rarely,929,Sales,10,3,Marketing,1,4,Male,55,3,2,Sales Executive,4,Single,5396,21703,1,Y,No,12,3,4,80,0,10,2,2,10,7,0,8,Sedang (5000-10000),Baru Dipromosikan,30-39,6-10 km,0,2698.0,3.5,2.0,5.0,2,4.761904761904762,0.18181818181818182,0.0,20.0,245.27272727272728,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.368194498306835,-0.23967035807561307
59,34,0.0,Travel_Rarely,1303,Research & Development,2,4,Life Sciences,1,4,Male,62,2,1,Research Scientist,3,Divorced,2768,8416,3,Y,No,12,3,3,80,1,14,3,3,7,3,5,7,Rendah (< 5000),3-5 Tahun,30-39,0-5 km,0,2768.0,3.25,0.16666666666666666,1.75,3,0.6451612903225806,0.06666666666666667,0.4666666666666667,5.25,184.53333333333333,0.0,0.625,0,Risiko Rendah (Cluster 0),-26.368206890050633,-0.2415325868075543
60,33,0.0,Travel_Frequently,553,Research & Development,5,4,Life Sciences,1,4,Female,74,3,3,Manager,2,Married,11878,23364,6,Y,No,11,3,2,80,2,12,2,3,10,6,8,8,Tinggi (10000-15000),> 5 Tahun,30-39,0-5 km,0,3959.3333333333335,2.75,0.3333333333333333,1.4285714285714286,3,1.6129032258064515,0.23076923076923078,0.15384615384615385,2.857142857142857,304.5641025641026,0.0,0.7272727272727273,0,Risiko Rendah (Cluster 0),-26.36806458156925,-0.23752267407536443
61,47,0.0,Travel_Rarely,983,Research & Development,2,2,Medical,1,1,Female,65,3,2,Manufacturing Director,4,Divorced,5070,7389,5,Y,No,13,3,3,80,3,20,2,3,5,0,0,4,Sedang (5000-10000),Baru Dipromosikan,40-49,0-5 km,0,2535.0,2.75,2.0,0.8333333333333334,3,0.6451612903225806,0.09523809523809523,0.7142857142857143,3.3333333333333335,120.71428571428571,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.368027615884323,-0.25366087985129204
62,35,0.0,Travel_Rarely,660,Sales,7,1,Life Sciences,1,4,Male,76,3,1,Sales Representative,3,Married,2404,16192,1,Y,No,13,3,1,80,1,1,3,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,0,2404.0,2.75,1.0,0.5,3,2.258064516129032,0.5,0.0,1.5,1202.0,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.36837520029954,-0.2339539580340563
63,30,0.0,Travel_Rarely,921,Research & Development,1,3,Life Sciences,1,4,Male,38,1,1,Laboratory Technician,3,Married,3833,24375,3,Y,No,21,4,3,80,2,7,2,3,2,2,0,2,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,0,3833.0,3.25,1.0,0.5,3,0.3225806451612903,0.125,0.625,1.5,479.125,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.368192482352498,-0.24793622159909204
64,58,0.0,Travel_Rarely,1145,Research & Development,9,3,Medical,1,2,Female,75,2,1,Research Scientist,2,Married,3346,11873,4,Y,Yes,20,4,2,80,1,9,3,2,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,50+,6-10 km,1,3346.0,2.0,1.0,0.2,0,4.285714285714286,0.1,0.8,0.4,334.6,2.142857142857143,0.0,0,Risiko Rendah (Cluster 0),-2.834029587413719,-4.451733288931772
65,37,1.0,Travel_Rarely,625,Sales,1,4,Life Sciences,1,1,Male,46,2,3,Sales Executive,3,Married,10609,14922,5,Y,No,11,3,3,80,0,17,2,1,14,1,11,7,Tinggi (10000-15000),> 5 Tahun,30-39,0-5 km,0,3536.3333333333335,2.0,0.25,2.3333333333333335,1,0.9090909090909091,0.16666666666666666,0.16666666666666666,7.0,196.46296296296296,0.0,0.7333333333333333,0,Risiko Rendah (Cluster 0),-26.367945386233547,-0.22788138163762026
66,45,0.0,Travel_Rarely,1005,Research & Development,28,2,Technical Degree,1,4,Female,48,2,4,Research Director,2,Single,16704,17119,1,Y,No,11,3,3,80,0,21,2,3,21,6,8,6,Sangat Tinggi (>15000),> 5 Tahun,40-49,21-30 km,0,4176.0,3.0,0.4444444444444444,10.5,3,9.032258064516128,0.18181818181818182,0.0,21.0,189.8181818181818,0.0,0.36363636363636365,0,Risiko Rendah (Cluster 0),-26.367993393072396,-0.20597718698100898
67,52,0.0,Non-Travel,585,Sales,29,4,Life Sciences,1,1,Male,40,3,1,Sales Representative,4,Divorced,3482,19788,2,Y,No,15,3,2,80,2,16,3,2,9,8,0,0,Rendah (< 5000),Baru Dipromosikan,50+,21-30 km,0,3482.0,2.25,1.0,3.0,2,13.809523809523808,0.058823529411764705,0.4117647058823529,12.0,204.8235294117647,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.36688261000368,-0.24472881529462343
68,38,0.0,Travel_Rarely,1380,Research & Development,9,2,Life Sciences,1,3,Female,75,3,1,Laboratory Technician,4,Single,2288,6319,1,Y,No,12,3,3,80,0,2,3,3,2,2,2,1,Rendah (< 5000),1-2 Tahun,30-39,6-10 km,0,2288.0,3.25,0.3333333333333333,1.0,3,2.903225806451613,0.3333333333333333,0.0,4.0,762.6666666666666,0.0,0.6666666666666666,0,Risiko Rendah (Cluster 0),-26.36824572463057,-0.23810298215677905
69,43,1.0,Travel_Rarely,1372,Sales,9,3,Marketing,1,1,Female,85,1,2,Sales Executive,3,Single,5346,9489,8,Y,No,13,3,2,80,0,7,2,2,4,3,1,3,Sedang (5000-10000),1-2 Tahun,40-49,6-10 km,0,2673.0,2.0,1.0,0.4444444444444444,2,4.285714285714286,0.25,0.375,1.3333333333333333,334.125,0.0,0.2,0,Risiko Rendah (Cluster 0),-26.367626313259798,-0.24779991305072713
70,27,0.0,Travel_Rarely,728,Sales,23,1,Medical,1,2,Female,36,2,2,Sales Representative,3,Married,3540,7018,1,Y,No,21,4,4,80,1,9,5,3,9,8,5,8,Rendah (< 5000),3-5 Tahun,< 30,21-30 km,0,1770.0,3.0,0.3333333333333333,4.5,3,7.419354838709677,0.2,0.0,13.5,177.0,0.0,0.5,0,Risiko Rendah (Cluster 0),-26.36788830151394,-0.23167906625405277
71,52,0.0,Travel_Frequently,322,Research & Development,28,2,Medical,1,4,Female,59,4,4,Manufacturing Director,3,Married,13247,9731,2,Y,Yes,11,3,2,80,1,24,3,2,5,3,0,2,Tinggi (10000-15000),Baru Dipromosikan,50+,21-30 km,1,3311.75,2.75,4.0,1.6666666666666667,0,13.333333333333332,0.16,0.76,5.0,132.47,4.444444444444444,0.0,0,Risiko Rendah (Cluster 0),173.52919001406286,-29.589860158787012
72,49,0.0,Travel_Rarely,271,Research & Development,3,2,Medical,1,3,Female,43,2,2,Laboratory Technician,1,Married,4789,23070,4,Y,No,25,4,1,80,1,10,3,3,3,2,1,2,Rendah (< 5000),1-2 Tahun,40-49,0-5 km,0,2394.5,2.0,1.0,0.6,3,0.9677419354838709,0.18181818181818182,0.6363636363636364,0.6,217.6818181818182,0.0,0.25,0,Risiko Rendah (Cluster 0),-26.367777697496543,-0.2508527284536215
73,44,0.0,Travel_Rarely,1488,Sales,1,5,Marketing,1,2,Female,75,3,2,Sales Executive,1,Divorced,5454,4009,5,Y,Yes,21,4,3,80,1,9,2,2,4,3,1,3,Sedang (5000-10000),1-2 Tahun,40-49,0-5 km,1,2727.0,2.0,1.0,0.6666666666666666,0,0.47619047619047616,0.2,0.5,0.6666666666666666,272.7,0.47619047619047616,0.2,0,Risiko Rendah (Cluster 0),-26.00525049202085,-0.38654880176623096
74,59,0.0,Travel_Rarely,142,Research & Development,3,3,Life Sciences,1,3,Male,70,2,1,Research Scientist,4,Married,2177,8456,3,Y,No,17,3,1,80,1,7,6,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,50+,0-5 km,0,2177.0,2.75,1.0,0.25,3,0.9677419354838709,0.125,0.75,1.0,272.125,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.368026326230883,-0.2499283263734331
75,58,0.0,Travel_Rarely,605,Sales,21,3,Life Sciences,1,4,Female,72,3,4,Manager,4,Married,17875,11761,4,Y,Yes,13,3,3,80,1,29,2,2,1,0,0,0,Sangat Tinggi (>15000),Baru Dipromosikan,50+,21-30 km,1,4468.75,3.25,4.0,0.2,0,10.0,0.13333333333333333,0.9333333333333333,0.8,148.95833333333334,2.5,0.0,0,Risiko Rendah (Cluster 0),10.840357674459769,-14.297206589674818
76,31,0.0,Travel_Rarely,471,Research & Development,4,3,Medical,1,1,Female,62,4,1,Laboratory Technician,3,Divorced,3978,16031,8,Y,No,12,3,2,80,1,4,0,2,2,2,2,2,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,0,3978.0,2.0,0.3333333333333333,0.2222222222222222,2,1.9047619047619047,0.2,0.4,0.6666666666666666,795.6,0.0,0.6666666666666666,0,Risiko Rendah (Cluster 0),-26.36787418083202,-0.24271659115482289
77,42,0.0,Non-Travel,926,Research & Development,21,2,Medical,1,3,Female,36,3,2,Manufacturing Director,3,Divorced,5265,16439,2,Y,No,16,3,2,80,1,11,5,3,5,3,0,2,Sedang (5000-10000),Baru Dipromosikan,40-49,21-30 km,0,2632.5,2.75,2.0,1.6666666666666667,3,6.774193548387097,0.16666666666666666,0.5,5.0,219.375,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.36762068243218,-0.25081724367666347
78,45,0.0,Travel_Rarely,561,Sales,2,3,Other,1,4,Male,61,3,2,Sales Executive,2,Married,4805,16177,0,Y,No,19,3,2,80,1,9,3,4,8,7,3,7,Rendah (< 5000),3-5 Tahun,40-49,0-5 km,0,2402.5,3.0,0.5,8.0,4,0.48780487804878053,0.2,0.1,16.0,240.25,0.0,0.3333333333333333,0,Risiko Rendah (Cluster 0),-26.368355847848893,-0.23800577998300965
79,31,0.0,Travel_Rarely,1079,Sales,10,2,Medical,1,3,Female,86,3,2,Sales Executive,4,Divorced,6583,20115,2,Y,Yes,11,3,4,80,1,8,2,3,5,2,1,4,Sedang (5000-10000),1-2 Tahun,30-39,6-10 km,1,3291.5,3.5,1.0,1.6666666666666667,0,3.225806451612903,0.2222222222222222,0.3333333333333333,6.666666666666667,365.72222222222223,0.8064516129032258,0.16666666666666666,0,Risiko Rendah (Cluster 0),-24.95080422385942,-0.09543578420316359
80,34,0.0,Travel_Rarely,1130,Research & Development,3,3,Life Sciences,1,4,Female,66,3,2,Research Scientist,2,Divorced,5433,19332,1,Y,No,12,3,3,80,1,11,2,3,11,8,7,9,Sedang (5000-10000),> 5 Tahun,30-39,0-5 km,0,2716.5,3.0,0.25,5.5,3,0.9677419354838709,0.16666666666666666,0.0,11.0,226.375,0.0,0.5833333333333334,0,Risiko Rendah (Cluster 0),-26.368273438338896,-0.2329130514380577
81,21,1.0,Travel_Rarely,1427,Research & Development,18,1,Other,1,4,Female,65,3,1,Research Scientist,4,Single,2693,8870,1,Y,No,19,3,1,80,0,1,3,2,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,11-20 km,0,2693.0,2.75,1.0,0.5,2,8.571428571428571,0.5,0.0,2.0,1346.5,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.367999971224013,-0.2229055792260024
82,23,0.0,Travel_Rarely,885,Research & Development,4,3,Medical,1,1,Male,58,4,1,Research Scientist,1,Married,2819,8544,2,Y,No,16,3,1,80,1,5,3,4,3,2,0,2,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,0,2819.0,1.75,1.0,1.0,4,0.9756097560975611,0.16666666666666666,0.3333333333333333,1.0,469.8333333333333,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.367969117649867,-0.24849756391143046
83,47,0.0,Travel_Rarely,207,Research & Development,9,4,Life Sciences,1,2,Female,64,3,1,Laboratory Technician,3,Single,2105,5411,4,Y,No,12,3,3,80,0,7,2,3,2,2,2,0,Rendah (< 5000),1-2 Tahun,40-49,6-10 km,0,2105.0,2.75,0.3333333333333333,0.4,3,2.903225806451613,0.125,0.625,1.2,263.125,0.0,0.6666666666666666,0,Risiko Rendah (Cluster 0),-26.367905526643565,-0.24591517990151238
84,54,0.0,Travel_Rarely,1147,Sales,3,3,Marketing,1,4,Female,52,3,2,Sales Executive,1,Married,5940,17011,2,Y,No,14,3,4,80,1,16,4,3,6,2,0,5,Sedang (5000-10000),Baru Dipromosikan,50+,0-5 km,0,2970.0,3.0,2.0,2.0,3,0.9677419354838709,0.11764705882352941,0.5882352941176471,2.0,174.7058823529412,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.367950016287352,-0.25246136299130917
85,41,0.0,Travel_Rarely,509,Research & Development,7,2,Technical Degree,1,2,Female,43,4,1,Research Scientist,3,Married,3376,18863,1,Y,No,13,3,3,80,0,10,3,3,10,6,0,8,Rendah (< 5000),Baru Dipromosikan,40-49,6-10 km,0,3376.0,2.75,1.0,5.0,3,2.258064516129032,0.09090909090909091,0.0,15.0,306.90909090909093,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.36815088159471,-0.24209936300500104
86,45,0.0,Travel_Rarely,1038,Research & Development,20,3,Medical,1,2,Male,95,1,3,Healthcare Representative,1,Divorced,10851,19863,2,Y,Yes,18,3,2,80,1,24,2,3,7,7,0,7,Tinggi (10000-15000),Baru Dipromosikan,40-49,11-20 km,1,3617.0,2.0,3.0,2.3333333333333335,0,6.451612903225806,0.12,0.68,2.3333333333333335,144.68,6.451612903225806,0.0,1,Risiko Tinggi (Cluster 1),570.3315116266186,-57.639827127763404
87,36,0.0,Travel_Rarely,1120,Sales,11,4,Marketing,1,2,Female,100,2,2,Sales Executive,4,Married,6652,14369,4,Y,No,13,3,1,80,1,8,2,2,6,3,0,0,Sedang (5000-10000),Baru Dipromosikan,30-39,11-20 km,0,3326.0,2.25,2.0,1.2,2,5.238095238095238,0.2222222222222222,0.2222222222222222,4.8,369.55555555555554,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.367701898332484,-0.24876619913481293
88,45,0.0,Non-Travel,1052,Sales,6,3,Medical,1,4,Female,57,2,3,Sales Executive,4,Single,8865,16840,6,Y,No,12,3,4,80,0,23,2,3,19,7,12,8,Sedang (5000-10000),> 5 Tahun,40-49,6-10 km,0,2955.0,3.75,0.23076923076923078,2.7142857142857144,3,1.9354838709677418,0.125,0.16666666666666666,10.857142857142858,123.125,0.0,0.6,0,Risiko Rendah (Cluster 0),-26.36856871104657,-0.22398841896096636
89,46,0.0,Travel_Rarely,1254,Sales,10,3,Life Sciences,1,3,Female,64,3,3,Sales Executive,2,Married,7314,14011,5,Y,No,21,4,3,80,3,14,2,3,8,7,0,7,Sedang (5000-10000),Baru Dipromosikan,40-49,6-10 km,0,2438.0,2.75,3.0,1.3333333333333333,3,3.225806451612903,0.2,0.4,2.6666666666666665,162.53333333333333,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.36782069690317,-0.25420983297453836
90,42,0.0,Travel_Rarely,419,Sales,12,4,Marketing,1,2,Male,77,3,2,Sales Executive,4,Divorced,5087,2900,3,Y,Yes,12,3,3,80,2,14,4,3,0,0,0,0,Sedang (5000-10000),Baru Dipromosikan,40-49,11-20 km,1,2543.5,3.0,2.0,0.0,0,3.8709677419354835,0.13333333333333333,0.9333333333333333,0.0,169.56666666666666,0.9677419354838709,0.0,0,Risiko Rendah (Cluster 0),-23.957445176234753,-1.4611257360352183
91,34,0.0,Travel_Rarely,1157,Research & Development,5,2,Medical,1,2,Male,57,2,2,Laboratory Technician,4,Married,3986,11912,1,Y,No,14,3,3,80,1,15,3,4,15,10,4,13,Rendah (< 5000),3-5 Tahun,30-39,0-5 km,0,1993.0,3.25,0.4,7.5,4,1.2195121951219514,0.125,0.0,30.0,124.5625,0.0,0.25,0,Risiko Rendah (Cluster 0),-26.368713374218828,-0.23034729027340206
92,37,0.0,Travel_Rarely,783,Research & Development,7,4,Medical,1,4,Male,78,3,2,Research Scientist,1,Married,4284,13588,5,Y,Yes,22,4,3,80,1,16,2,3,5,3,0,4,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,1,2142.0,2.75,2.0,0.8333333333333334,0,2.258064516129032,0.11764705882352941,0.6470588235294118,0.8333333333333334,126.0,2.258064516129032,0.0,0,Risiko Rendah (Cluster 0),0.6197508900372277,-3.908799675063743
93,55,0.0,Travel_Rarely,111,Sales,1,2,Life Sciences,1,1,Male,70,3,3,Sales Executive,4,Married,10239,18092,3,Y,No,14,3,4,80,1,24,4,3,1,0,1,0,Tinggi (10000-15000),1-2 Tahun,50+,0-5 km,0,3413.0,3.0,1.5,0.25,3,0.3225806451612903,0.12,0.92,1.0,136.52,0.0,0.5,0,Risiko Rendah (Cluster 0),-26.367978245522515,-0.2564072846696191
94,22,0.0,Non-Travel,457,Research & Development,26,2,Other,1,2,Female,85,2,1,Research Scientist,3,Married,2814,10293,1,Y,Yes,14,3,2,80,0,4,2,2,4,2,1,3,Rendah (< 5000),1-2 Tahun,< 30,21-30 km,1,2814.0,2.25,0.5,2.0,0,12.38095238095238,0.2,0.0,6.0,562.8,4.1269841269841265,0.2,0,Risiko Rendah (Cluster 0),133.11109894260483,11.791863186322873
95,34,0.0,Travel_Frequently,1069,Research & Development,2,1,Life Sciences,1,4,Male,45,2,2,Manufacturing Director,3,Married,9547,14074,1,Y,No,17,3,3,80,0,10,2,2,10,9,1,9,Sedang (5000-10000),1-2 Tahun,30-39,0-5 km,0,4773.5,3.0,1.0,5.0,2,0.9523809523809523,0.18181818181818182,0.0,15.0,433.95454545454544,0.0,0.09090909090909091,0,Risiko Rendah (Cluster 0),-26.368242140663796,-0.2406466505869704
96,29,0.0,Travel_Rarely,136,Research & Development,1,3,Life Sciences,1,1,Male,89,3,2,Healthcare Representative,1,Married,5373,6225,0,Y,No,12,3,1,80,1,6,5,2,5,3,0,2,Sedang (5000-10000),Baru Dipromosikan,< 30,0-5 km,0,2686.5,1.25,2.0,5.0,2,0.47619047619047616,0.2857142857142857,0.14285714285714285,5.0,383.7857142857143,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.367775608057222,-0.24820966158178004
97,57,0.0,Travel_Rarely,405,Research & Development,1,2,Life Sciences,1,2,Male,93,4,2,Research Scientist,3,Married,4900,2721,0,Y,No,24,4,1,80,1,13,2,2,12,9,2,8,Rendah (< 5000),1-2 Tahun,50+,0-5 km,0,2450.0,2.0,0.6666666666666666,12.0,2,0.47619047619047616,0.14285714285714285,0.07142857142857142,36.0,175.0,0.0,0.15384615384615385,0,Risiko Rendah (Cluster 0),-26.368530556608675,-0.22581091083521734
98,53,0.0,Travel_Rarely,1168,Sales,24,4,Life Sciences,1,1,Male,66,3,3,Sales Executive,1,Single,10448,5843,6,Y,Yes,13,3,2,80,0,15,2,2,2,2,2,2,Tinggi (10000-15000),1-2 Tahun,50+,21-30 km,1,3482.6666666666665,1.5,1.0,0.2857142857142857,0,11.428571428571429,0.1875,0.8125,0.2857142857142857,217.66666666666666,11.428571428571429,0.6666666666666666,2,Risiko Sangat Rendah (Cluster 2),3240.314097878016,-79.48037797435569
99,33,0.0,Travel_Rarely,147,Research & Development,4,4,Medical,1,3,Female,47,2,1,Research Scientist,2,Married,2622,13248,6,Y,No,21,4,4,80,0,7,3,3,3,2,1,1,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,0,2622.0,3.0,0.5,0.42857142857142855,3,1.2903225806451613,0.125,0.5,0.8571428571428571,327.75,0.0,0.25,0,Risiko Rendah (Cluster 0),-26.368073048694516,-0.24627606217378156
100,32,0.0,Non-Travel,300,Research & Development,1,3,Life Sciences,1,4,Male,61,3,1,Laboratory Technician,4,Divorced,2314,9148,0,Y,No,12,3,2,80,1,4,2,3,3,0,0,2,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,0,2314.0,3.25,1.0,3.0,3,0.3225806451612903,0.2,0.2,12.0,462.8,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.368334637411802,-0.2435944906992815
101,21,1.0,Travel_Frequently,251,Research & Development,10,2,Life Sciences,1,1,Female,45,2,1,Laboratory Technician,3,Single,2625,25308,1,Y,No,20,4,3,80,0,2,2,1,2,2,2,2,Rendah (< 5000),1-2 Tahun,< 30,6-10 km,0,2625.0,2.0,0.3333333333333333,1.0,1,9.09090909090909,0.3333333333333333,0.0,3.0,875.0,0.0,0.6666666666666666,0,Risiko Rendah (Cluster 0),-26.367497049497775,-0.23032149152984754
102,34,1.0,Travel_Frequently,296,Sales,6,2,Marketing,1,4,Female,33,1,1,Sales Representative,3,Divorced,2351,12253,0,Y,No,16,3,4,80,1,3,3,2,2,2,1,0,Rendah (< 5000),1-2 Tahun,30-39,6-10 km,0,2351.0,3.25,0.5,2.0,2,2.857142857142857,0.25,0.25,6.0,587.75,0.0,0.3333333333333333,0,Risiko Rendah (Cluster 0),-26.368124045262604,-0.24034494050845034
103,55,0.0,Travel_Rarely,1441,Research & Development,22,3,Technical Degree,1,1,Male,94,2,1,Research Scientist,2,Divorced,3537,23737,5,Y,No,12,3,4,80,1,8,1,3,4,2,1,2,Rendah (< 5000),1-2 Tahun,50+,21-30 km,0,3537.0,2.5,0.5,0.6666666666666666,3,7.096774193548387,0.1111111111111111,0.4444444444444444,1.3333333333333333,393.0,0.0,0.2,0,Risiko Rendah (Cluster 0),-26.36743401666189,-0.24784961797776428
104,27,0.0,Travel_Frequently,1242,Sales,20,3,Life Sciences,1,4,Female,90,3,2,Sales Executive,3,Single,9981,12916,1,Y,No,14,3,4,80,0,7,2,3,7,7,0,7,Sedang (5000-10000),Baru Dipromosikan,< 30,11-20 km,0,4990.5,3.5,2.0,3.5,3,6.451612903225806,0.25,0.0,10.5,623.8125,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.36798141304741,-0.2432143975867488
105,46,0.0,Travel_Rarely,1319,Sales,3,3,Technical Degree,1,1,Female,45,4,4,Sales Executive,1,Divorced,13225,7739,2,Y,No,12,3,4,80,1,25,5,3,19,17,2,8,Tinggi (10000-15000),1-2 Tahun,40-49,0-5 km,0,3306.25,2.25,1.3333333333333333,6.333333333333333,3,0.9677419354838709,0.15384615384615385,0.23076923076923078,6.333333333333333,127.16346153846153,0.0,0.1,0,Risiko Rendah (Cluster 0),-26.36804734846847,-0.242972022627365
106,36,0.0,Travel_Rarely,917,Research & Development,6,4,Life Sciences,1,3,Male,60,1,1,Laboratory Technician,3,Divorced,2741,6865,1,Y,No,14,3,3,80,1,7,4,3,7,7,1,7,Rendah (< 5000),1-2 Tahun,30-39,6-10 km,0,2741.0,3.0,0.5,3.5,3,1.9354838709677418,0.125,0.0,10.5,342.625,0.0,0.125,0,Risiko Rendah (Cluster 0),-26.36817359093826,-0.24176965202315337
107,41,1.0,Travel_Rarely,1360,Research & Development,12,3,Technical Degree,1,2,Female,49,3,5,Research Director,3,Married,19545,16280,1,Y,No,12,3,4,80,0,23,0,3,22,15,15,8,Sangat Tinggi (>15000),> 5 Tahun,40-49,11-20 km,0,3909.0,3.0,0.3125,11.0,3,3.8709677419354835,0.20833333333333334,0.041666666666666664,33.0,162.875,0.0,0.6521739130434783,0,Risiko Rendah (Cluster 0),-26.36924814716574,-0.18036329044427266
108,38,0.0,Travel_Frequently,1189,Research & Development,1,3,Life Sciences,1,4,Male,90,3,2,Research Scientist,4,Married,4735,9867,7,Y,No,15,3,4,80,2,19,4,4,13,11,2,9,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,0,2367.5,4.0,0.6666666666666666,1.625,4,0.24390243902439027,0.1,0.3,6.5,118.375,0.0,0.14285714285714285,0,Risiko Rendah (Cluster 0),-26.368420921700647,-0.2438139321613546
109,33,0.0,Travel_Frequently,1296,Research & Development,6,3,Life Sciences,1,3,Male,30,3,2,Healthcare Representative,4,Divorced,7725,5335,3,Y,No,23,4,3,80,1,15,2,1,13,11,4,7,Sedang (5000-10000),3-5 Tahun,30-39,6-10 km,0,3862.5,2.75,0.4,3.25,1,5.454545454545454,0.125,0.125,13.0,241.40625,0.0,0.2857142857142857,0,Risiko Rendah (Cluster 0),-26.36790671646949,-0.23437710034384066
110,18,1.0,Non-Travel,247,Research & Development,8,1,Medical,1,3,Male,80,3,1,Laboratory Technician,3,Single,1904,13556,1,Y,No,12,3,4,80,0,0,0,3,0,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,6-10 km,0,1904.0,3.25,1.0,0.0,3,2.5806451612903225,1.0,0.0,0.0,1904.0,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.369336125254318,-0.19778061392995763
111,27,0.0,Travel_Rarely,894,Research & Development,9,3,Medical,1,4,Female,99,3,1,Research Scientist,2,Single,2279,11781,1,Y,No,16,3,4,80,0,7,2,2,7,7,0,3,Rendah (< 5000),Baru Dipromosikan,< 30,6-10 km,0,2279.0,3.0,1.0,3.5,2,4.285714285714286,0.125,0.0,7.0,284.875,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.367957806571795,-0.2417104768744094
112,22,0.0,Travel_Rarely,1230,Research & Development,1,2,Life Sciences,1,4,Male,33,2,2,Manufacturing Director,4,Married,4775,19146,6,Y,No,22,4,1,80,2,4,2,1,2,2,2,2,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,0,2387.5,2.5,0.6666666666666666,0.2857142857142857,1,0.9090909090909091,0.4,0.4,1.1428571428571428,477.5,0.0,0.6666666666666666,0,Risiko Rendah (Cluster 0),-26.368057603665573,-0.24109459768760386
113,33,1.0,Travel_Rarely,813,Research & Development,14,3,Medical,1,3,Male,58,3,1,Laboratory Technician,4,Married,2436,22149,5,Y,Yes,13,3,3,80,1,8,2,1,5,4,0,4,Rendah (< 5000),Baru Dipromosikan,30-39,11-20 km,1,2436.0,2.75,1.0,0.8333333333333334,0,12.727272727272727,0.1111111111111111,0.3333333333333333,3.3333333333333335,270.6666666666667,3.1818181818181817,0.0,0,Risiko Rendah (Cluster 0),47.847833146485115,2.6279215306185315
114,42,0.0,Travel_Frequently,1368,Research & Development,28,4,Technical Degree,1,4,Female,88,2,2,Healthcare Representative,4,Married,4523,4386,0,Y,No,11,3,4,80,3,7,4,4,6,5,0,4,Rendah (< 5000),Baru Dipromosikan,40-49,21-30 km,0,2261.5,4.0,2.0,6.0,4,6.829268292682928,0.25,0.125,24.0,282.6875,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.368216931437924,-0.2393554595756561
